lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,relative_total_biovolume,genus
"SP",1986,1986-08-11 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",19.2,1.0,77.9,77.9,53869,0.054,10.66,"Cryptomonas"
"SP",1986,1986-08-11 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,454.4,454.4,15227,0.015,3.01,"Rhodomonas"
"SP",1986,1986-08-11 00:00:00,1,0,"Cyanophyta","Anabaena",32.0,4.0,6.3,25.1,1261,0.001,0.25,"Anabaena"
"SP",1986,1986-08-11 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",28.0,23.2,246.7,5722.7,5993,0.006,1.19,"Aphanothece"
"SP",1986,1986-08-11 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",2.0,1.0,714.0,714.0,748,0.001,0.15,"Synechococcus"
"SP",1986,1986-08-11 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,1687.7,1687.7,2982,0.003,0.59,"Synechocystis"
"SP",1986,1986-08-11 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,13.0,13.0,979,0.001,0.19,"Gymnodinium"
"SP",1986,1986-08-11 00:00:00,1,0,"Pyrrhophyta","Gymnodinium splendens",40.0,1.0,13.0,13.0,54381,0.054,10.76,"Gymnodinium"
"SP",1986,1986-08-11 00:00:00,1,0,"Pyrrhophyta","Peridinium umbonatum",12.0,1.0,13.0,13.0,4079,0.004,0.81,"Peridinium"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Cyclotella bodanica",22.0,1.0,6.3,6.3,26867,0.027,4.65,"Cyclotella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Cyclotella comensis",7.0,1.0,142.8,142.8,20413,0.020,3.53,"Cyclotella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Cyclotella distinguenda",12.0,1.0,64.9,64.9,44048,0.044,7.62,"Cyclotella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Cyclotella pseudostelligera",4.5,1.0,116.8,116.8,4336,0.004,0.75,"Cyclotella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Fragilaria construens",10.0,1.0,13.0,13.0,3671,0.004,0.63,"Fragilaria"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Stephanodiscus medius",20.0,1.0,26.0,26.0,81571,0.082,14.11,"Stephanodiscus"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Synedra filiformis",60.0,1.0,13.0,13.0,7011,0.007,1.21,"Synedra"
"SP",1990,1990-04-30 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",6.0,1.0,64.9,64.9,9789,0.010,1.69,
"SP",1990,1990-04-30 00:00:00,1,0,"Chlorophyta","Ankistrodesmus falcatus",20.0,1.0,13.0,13.0,109,0.000,0.02,"Ankistrodesmus"
"SP",1990,1990-04-30 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.0,1.0,13.0,13.0,1372,0.001,0.24,"Chlamydomonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Chlorophyta","Schroederia judayi",40.0,1.0,13.0,13.0,245,0.000,0.04,"Schroederia"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta",,5.0,1.0,77.9,77.9,5057,0.005,0.87,
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,454.4,454.4,6424,0.006,1.11,"Chromulina"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,584.2,584.2,45884,0.046,7.94,"Dinobryon"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Dinobryon cyst",12.0,1.0,13.0,13.0,11358,0.011,1.96,"Dinobryon"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",50.0,1.0,3.1,3.1,328,0.000,0.06,"Dinobryon"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,1363.2,1363.2,41226,0.041,7.13,"Erkenia"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Mallomonas",12.0,1.0,51.9,51.9,20882,0.021,3.61,"Mallomonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",6.0,1.0,13.0,13.0,1372,0.001,0.24,"Stichogloea"
"SP",1990,1990-04-30 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",18.7,1.0,155.8,155.8,149547,0.150,25.86,"Cryptomonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,506.3,506.3,16967,0.017,2.93,"Rhodomonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",15.0,15.0,64.9,973.7,1020,0.001,0.18,"Aphanothece"
"SP",1990,1990-04-30 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",2.0,1.0,324.6,324.6,340,0.000,0.06,"Synechococcus"
"SP",1990,1990-04-30 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,1622.8,1622.8,2868,0.003,0.50,"Synechocystis"
"SP",1990,1990-04-30 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",16.0,1.0,38.9,38.9,23492,0.024,4.06,"Gymnodinium"
"SP",1990,1990-04-30 00:00:00,1,0,"Pyrrhophyta","Peridinium cinctum",40.0,1.0,3.1,3.1,52001,0.052,8.99,"Peridinium"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Cyclotella bodanica",17.3,1.0,54.5,54.5,140237,0.140,27.54,"Cyclotella"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Cyclotella comensis",6.0,1.0,454.4,454.4,38542,0.039,7.57,"Cyclotella"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Cyclotella distinguenda",10.7,1.0,181.8,181.8,88695,0.089,17.42,"Cyclotella"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Cyclotella pseudostelligera",4.5,1.0,236.3,236.3,11738,0.012,2.31,"Cyclotella"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Fragilaria crotonensis",84.0,2.0,18.2,36.4,38371,0.038,7.54,"Fragilaria"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",63.0,1.0,36.4,36.4,48092,0.048,9.44,"Tabellaria"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",3.5,1.0,72.7,72.7,1732,0.002,0.34,
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Monoraphidium arcuatum",24.0,1.0,54.5,54.5,1886,0.002,0.37,"Monoraphidium"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.3,1.0,54.5,54.5,7314,0.007,1.44,"Chlamydomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Closterium moniliferum",84.0,1.0,18.2,18.2,6544,0.007,1.29,"Closterium"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Oocystis parva",9.0,1.5,36.4,54.5,1542,0.002,0.30,"Oocystis"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Quadrigula lacustris",32.0,2.0,4.4,8.8,193,0.000,0.04,"Quadrigula"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Scenedesmus serratus",4.0,2.0,18.2,36.4,152,0.000,0.03,"Scenedesmus"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,272.6,272.6,3854,0.004,0.76,"Chromulina"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,163.6,163.6,12847,0.013,2.52,"Dinobryon"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Dinobryon bavaricum",70.0,1.0,18.2,18.2,1903,0.002,0.37,"Dinobryon"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",50.0,1.0,18.2,18.2,1427,0.001,0.28,"Dinobryon"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,817.9,817.9,24736,0.025,4.86,"Erkenia"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Mallomonas",12.0,1.0,54.5,54.5,12334,0.012,2.42,"Mallomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",12.0,1.0,18.2,18.2,3654,0.004,0.72,"Cryptomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",6.0,1.0,290.8,290.8,9745,0.010,1.91,"Rhodomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Aphanocapsa delicatissima",15.0,13.0,36.4,472.6,247,0.000,0.05,"Aphanocapsa"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",16.8,21.3,1744.8,37077.8,38828,0.039,7.63,"Aphanothece"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Oscillatoria limnetica",40.0,10.0,18.2,181.8,1285,0.001,0.25,"Oscillatoria"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",2.0,1.0,1544.9,1544.9,1618,0.002,0.32,"Synechococcus"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,2998.9,2998.9,5299,0.005,1.04,"Synechocystis"
"SP",1993,1993-08-23 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",12.0,1.0,18.2,18.2,3654,0.004,0.72,"Gymnodinium"
"SP",1993,1993-08-23 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,36.4,36.4,2741,0.003,0.54,"Gymnodinium"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Achnanthes minutissima",16.0,1.0,18.5,18.5,932,0.001,0.19,"Achnanthes"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",70.0,1.0,9.3,9.3,5842,0.006,1.16,"Asterionella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Cyclotella comensis",7.0,1.0,185.5,185.5,26511,0.027,5.26,"Cyclotella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Cyclotella distinguenda",11.0,1.0,64.9,64.9,34770,0.035,6.90,"Cyclotella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Cyclotella pseudostelligera",6.0,1.0,27.8,27.8,2360,0.002,0.47,"Cyclotella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Cyclotella sp. 1",4.0,1.0,9.3,9.3,233,0.000,0.05,"Cyclotella"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Nitzschia gracilis",48.0,1.0,9.3,9.3,1573,0.002,0.31,"Nitzschia"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Stephanodiscus medius",24.0,1.0,9.3,9.3,50341,0.050,10.00,"Stephanodiscus"
"SP",1990,1990-04-30 00:00:00,1,0,"Bacillariophyta","Synedra ulna",180.0,1.0,3.1,3.1,9029,0.009,1.79,"Synedra"
"SP",1990,1990-04-30 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",8.0,1.0,9.3,9.3,2486,0.003,0.49,
"SP",1990,1990-04-30 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.3,1.0,37.1,37.1,4411,0.004,0.88,"Chlamydomonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Chlorophyta","Oocystis parva",20.0,1.0,9.3,9.3,6215,0.006,1.23,"Oocystis"
"SP",1990,1990-04-30 00:00:00,1,0,"Chlorophyta","Schroederia judayi",24.0,1.0,83.5,83.5,1259,0.001,0.25,"Schroederia"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta",,5.0,1.0,18.5,18.5,1204,0.001,0.24,
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,751.1,751.1,10619,0.011,2.11,"Chromulina"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,528.6,528.6,41514,0.042,8.24,"Dinobryon"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Dinobryon bavaricum",50.0,1.0,9.3,9.3,971,0.001,0.19,"Dinobryon"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Dinobryon cylindricum",56.0,1.0,9.3,9.3,1699,0.002,0.34,"Dinobryon"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Dinobryon cyst",12.0,1.0,18.5,18.5,16226,0.016,3.22,"Dinobryon"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,667.7,667.7,20192,0.020,4.01,"Erkenia"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Kephyrion planctonicum",8.0,1.0,9.3,9.3,175,0.000,0.03,"Kephyrion"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Mallomonas",20.0,1.0,9.3,9.3,13984,0.014,2.78,"Mallomonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Chrysophyta","Ochromonas",8.0,1.0,9.3,9.3,2363,0.002,0.47,"Ochromonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",20.5,1.0,157.6,157.6,116632,0.117,23.16,"Cryptomonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,398.7,398.7,13362,0.013,2.65,"Rhodomonas"
"SP",1990,1990-04-30 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",25.0,14.0,64.9,908.8,952,0.001,0.19,"Aphanothece"
"SP",1990,1990-04-30 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",3.0,1.0,83.5,83.5,131,0.000,0.03,"Synechococcus"
"SP",1990,1990-04-30 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,918.0,918.0,1622,0.002,0.32,"Synechocystis"
"SP",1990,1990-04-30 00:00:00,1,0,"Pyrrhophyta",,24.0,1.0,18.5,18.5,46612,0.047,9.26,
"SP",1990,1990-04-30 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,9.3,9.3,699,0.001,0.14,"Gymnodinium"
"SP",1990,1990-04-30 00:00:00,1,0,"Pyrrhophyta","Peridinium cinctum",48.0,1.0,3.1,3.1,63032,0.063,12.52,"Peridinium"
"SP",1990,1990-04-30 00:00:00,1,0,"Pyrrhophyta","Peridinium umbonatum",16.0,1.0,9.3,9.3,5593,0.006,1.11,"Peridinium"
"SP",1990,1990-08-21 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",90.0,1.0,56.8,56.8,46006,0.046,14.28,"Asterionella"
"SP",1990,1990-08-21 00:00:00,1,0,"Bacillariophyta","Cyclotella comensis",6.0,1.0,94.7,94.7,8030,0.008,2.49,"Cyclotella"
"SP",1990,1990-08-21 00:00:00,1,0,"Bacillariophyta","Denticula kuetzingii",24.0,1.0,3.7,3.7,9928,0.010,3.08,"Denticula"
"SP",1990,1990-08-21 00:00:00,1,0,"Bacillariophyta","Synedra nana",80.0,1.0,18.9,18.9,13632,0.014,4.23,"Synedra"
"SP",1990,1990-08-21 00:00:00,1,0,"Chlorophyta","Lobomonas",6.0,1.0,18.9,18.9,1035,0.001,0.32,"Lobomonas"
"SP",1990,1990-08-21 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",5.0,1.0,18.9,18.9,223,0.000,0.07,"Monomastix"
"SP",1990,1990-08-21 00:00:00,1,0,"Chlorophyta","Scenedesmus bijuga",6.0,2.0,18.9,37.9,238,0.000,0.07,"Scenedesmus"
"SP",1990,1990-08-21 00:00:00,1,0,"Chlorophyta","Spermatozopsis exsultans",6.0,1.0,18.9,18.9,297,0.000,0.09,"Spermatozopsis"
"SP",1990,1990-08-21 00:00:00,1,0,"Chlorophyta","Sphaerocystis schroeteri",8.0,4.0,18.9,75.7,1071,0.001,0.33,"Sphaerocystis"
"SP",1990,1990-08-21 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,3180.7,3180.7,44966,0.045,13.96,"Chromulina"
"SP",1990,1990-08-21 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,189.3,189.3,14870,0.015,4.62,"Dinobryon"
"SP",1990,1990-08-21 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,94.7,94.7,2863,0.003,0.89,"Erkenia"
"SP",1990,1990-08-21 00:00:00,1,0,"Chrysophyta","Mallomonas",16.0,1.0,18.9,18.9,22840,0.023,7.09,"Mallomonas"
"SP",1990,1990-08-21 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",28.0,1.0,37.9,37.9,75498,0.076,23.44,"Cryptomonas"
"SP",1990,1990-08-21 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,208.3,208.3,6979,0.007,2.17,"Rhodomonas"
"SP",1990,1990-08-21 00:00:00,1,0,"Cyanophyta","Aphanocapsa delicatissima",8.0,8.0,18.9,151.5,79,0.000,0.02,"Aphanocapsa"
"SP",1990,1990-08-21 00:00:00,1,0,"Cyanophyta","Aphanocapsa elachista",10.0,11.0,56.8,624.8,1104,0.001,0.34,"Aphanocapsa"
"SP",1990,1990-08-21 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",17.2,15.0,2044.7,30671.0,33189,0.033,10.30,"Aphanothece"
"SP",1990,1990-08-21 00:00:00,1,0,"Cyanophyta","Pseudanabaena galeata",66.6,21.5,302.9,6520.1,35636,0.036,11.06,"Pseudanabaena"
"SP",1990,1990-08-21 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,2044.7,2044.7,3613,0.004,1.12,"Synechocystis"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Cyclotella comensis",6.5,1.0,318.1,318.1,37409,0.037,6.74,"Cyclotella"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Cyclotella distinguenda",12.0,1.0,22.7,22.7,15417,0.015,2.78,"Cyclotella"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Cyclotella pseudostelligera",5.0,1.0,136.3,136.3,6691,0.007,1.21,"Cyclotella"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Gomphonema parvulum",32.0,1.0,5.5,5.5,4746,0.005,0.86,"Gomphonema"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Synedra filiformis",80.0,1.0,22.7,22.7,16358,0.016,2.95,"Synedra"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Synedra ulna",360.0,1.0,22.7,22.7,204473,0.205,36.86,"Synedra"
"SP",1993,1993-08-23 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",54.0,1.0,22.7,22.7,78518,0.079,14.15,"Tabellaria"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",5.0,1.0,22.7,22.7,1487,0.002,0.27,
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Monoraphidium arcuatum",40.0,1.0,22.7,22.7,921,0.001,0.17,"Monoraphidium"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.0,1.0,45.4,45.4,4802,0.005,0.87,"Chlamydomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Cosmarium",12.0,1.0,5.5,5.5,896,0.001,0.16,"Cosmarium"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Crucigenia rectangularis",20.0,9.0,5.5,49.4,3723,0.004,0.67,"Crucigenia"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Crucigenia tetrapedia",8.0,4.0,22.7,90.9,1381,0.001,0.25,"Crucigenia"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Oocystis parva",12.0,3.0,68.2,204.5,9374,0.009,1.69,"Oocystis"
"SP",1993,1993-08-23 00:00:00,1,0,"Chlorophyta","Scenedesmus serratus",5.0,2.0,45.4,90.9,476,0.001,0.09,"Scenedesmus"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,454.4,454.4,6424,0.006,1.16,"Chromulina"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,181.8,181.8,16742,0.017,3.02,"Dinobryon"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",56.0,1.0,22.7,22.7,1784,0.002,0.32,"Dinobryon"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,2839.9,2839.9,85888,0.086,15.48,"Erkenia"
"SP",1993,1993-08-23 00:00:00,1,0,"Chrysophyta","Mallomonas caudata",40.0,1.0,5.5,5.5,16546,0.017,2.98,"Mallomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",24.0,1.0,5.5,5.5,4964,0.005,0.89,"Cryptomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Cryptophyta","Cryptomonas lucens",10.0,1.0,22.7,22.7,2141,0.002,0.39,"Cryptomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,68.2,68.2,2284,0.002,0.41,"Rhodomonas"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Anabaena circinalis",64.0,17.0,5.5,93.3,7325,0.007,1.32,"Anabaena"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Aphanocapsa delicatissima",30.0,33.0,45.4,1499.5,785,0.001,0.14,"Aphanocapsa"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Aphanocapsa elachista",18.0,18.0,45.4,817.9,1445,0.001,0.26,"Aphanocapsa"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",14.7,18.0,658.9,11859.4,12419,0.012,2.24,"Aphanothece"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Chroococcus minutus",24.0,12.0,5.5,65.8,3723,0.004,0.67,"Chroococcus"
"SP",1993,1993-08-23 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,3180.7,3180.7,5621,0.006,1.01,"Synechocystis"
"SP",1987,1987-04-20 00:00:00,1,0,"Bacillariophyta","Cyclotella sp. 1",8.0,1.0,71.0,71.0,14275,0.014,2.23,"Cyclotella"
"SP",1987,1987-04-20 00:00:00,1,0,"Bacillariophyta","Synedra nana",82.0,1.0,411.8,411.8,303898,0.304,47.44,"Synedra"
"SP",1987,1987-04-20 00:00:00,1,0,"Bacillariophyta","Synedra tenera",82.0,1.0,113.6,113.6,83834,0.084,13.09,"Synedra"
"SP",1987,1987-04-20 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",4.0,1.0,14.2,14.2,134,0.000,0.02,"Monomastix"
"SP",1987,1987-04-20 00:00:00,1,0,"Chlorophyta","Monomastix minuta",3.0,1.0,28.4,28.4,89,0.000,0.01,"Monomastix"
"SP",1987,1987-04-20 00:00:00,1,0,"Chlorophyta","Oocystis parva",6.0,1.0,14.2,14.2,401,0.000,0.06,"Oocystis"
"SP",1987,1987-04-20 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,1079.2,1079.2,15256,0.015,2.38,"Chromulina"
"SP",1987,1987-04-20 00:00:00,1,0,"Chrysophyta","Chrysococcus minutus",10.0,1.0,14.2,14.2,429,0.000,0.07,"Chrysococcus"
"SP",1987,1987-04-20 00:00:00,1,0,"Chrysophyta","Dinobryon",7.0,1.0,426.0,426.0,39033,0.039,6.09,"Dinobryon"
"SP",1987,1987-04-20 00:00:00,1,0,"Chrysophyta","Dinobryon bavaricum",64.0,1.0,28.4,28.4,4461,0.005,0.70,"Dinobryon"
"SP",1987,1987-04-20 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",47.2,1.0,355.0,355.0,42750,0.043,6.67,"Dinobryon"
"SP",1987,1987-04-20 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",52.0,1.4,142.0,198.8,26022,0.026,4.06,"Dinobryon"
"SP",1987,1987-04-20 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,227.2,227.2,6871,0.007,1.07,"Erkenia"
"SP",1987,1987-04-20 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",20.7,1.0,85.2,85.2,62631,0.063,9.78,"Cryptomonas"
"SP",1987,1987-04-20 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,127.8,127.8,4282,0.004,0.67,"Rhodomonas"
"SP",1987,1987-04-20 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",10.0,7.0,14.2,99.4,104,0.000,0.02,"Aphanothece"
"SP",1987,1987-04-20 00:00:00,1,0,"Cyanophyta","Oscillatoria limnetica",80.0,20.0,14.2,284.0,2007,0.002,0.31,"Oscillatoria"
"SP",1987,1987-04-20 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",2.0,1.0,284.0,284.0,297,0.000,0.05,"Synechococcus"
"SP",1987,1987-04-20 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,2385.5,2385.5,4215,0.004,0.66,"Synechocystis"
"SP",1987,1987-04-20 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 1",32.0,1.0,2.3,2.3,11031,0.011,1.72,"Gymnodinium"
"SP",1987,1987-04-20 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,14.2,14.2,1374,0.001,0.21,"Gymnodinium"
"SP",1987,1987-04-20 00:00:00,1,0,"Pyrrhophyta","Peridinium umbonatum",24.0,1.0,6.9,6.9,17235,0.017,2.69,"Peridinium"
"SP",1987,1987-06-11 00:00:00,1,0,"Bacillariophyta","Cyclotella distinguenda",20.0,1.0,16.2,16.2,50982,0.051,21.27,"Cyclotella"
"SP",1987,1987-06-11 00:00:00,1,0,"Bacillariophyta","Fragilaria crotonensis",74.0,3.0,16.2,48.7,45272,0.045,18.88,"Fragilaria"
"SP",1987,1987-06-11 00:00:00,1,0,"Bacillariophyta","Synedra nana",60.0,1.0,16.2,16.2,8763,0.009,3.66,"Synedra"
"SP",1987,1987-06-11 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",47.0,1.0,48.7,48.7,82373,0.082,34.36,"Tabellaria"
"SP",1987,1987-06-11 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,584.2,584.2,8259,0.008,3.45,"Chromulina"
"SP",1987,1987-06-11 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,178.5,178.5,14020,0.014,5.85,"Dinobryon"
"SP",1987,1987-06-11 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",40.0,1.0,32.5,32.5,3399,0.003,1.42,"Dinobryon"
"SP",1987,1987-06-11 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,357.0,357.0,10797,0.011,4.50,"Erkenia"
"SP",1987,1987-06-11 00:00:00,1,0,"Chrysophyta","Kephyrion planctonicum",8.0,1.0,16.2,16.2,306,0.000,0.13,"Kephyrion"
